"ID","TOKEN","IS_PUNCT"
"727","καὶ","FALSE"
"728","ἀπεκρίθησαν","FALSE"
"729","οἱ","FALSE"
"730","ἱερεῖς","FALSE"
"731","καὶ","FALSE"
"732","εἶπαν","FALSE"
"733","Μιανθήσεται","FALSE"
"734",".","TRUE"
"735","καὶ","FALSE"
"736","ἀπεκρίθη","FALSE"
"737","Ἁγγαῖος","FALSE"
"738","καὶ","FALSE"
"739","εἶπεν","FALSE"
"740","Οὕτως","FALSE"
"741","ὁ","FALSE"
"742","λαὸς","FALSE"
"743","οὗτος","FALSE"
"744",",","TRUE"
"745","καὶ","FALSE"
"746","οὕτως","FALSE"
"747","τὸ","FALSE"
"748","ἔθνος","FALSE"
"749","τοῦτο","FALSE"
"750","ἐνώπιον","FALSE"
"751","ἐμοῦ","FALSE"
"752",",","TRUE"
"753","λέγει","FALSE"
"754","Κύριος","FALSE"
"755",",","TRUE"
"756","καὶ","FALSE"
"757","οὕτως","FALSE"
"758","πάντα","FALSE"
"759","τὰ","FALSE"
"760","ἔργα","FALSE"
"761","τῶν","FALSE"
"762","χειρῶν","FALSE"
"763","αὐτῶν","FALSE"
"764",",","TRUE"
"765","καὶ","FALSE"
"766","ὃς","FALSE"
"767","ἐὰν","FALSE"
"768","ἐγγίσῃ","FALSE"
"769","ἐκεῖ","FALSE"
"770",",","TRUE"
"771","μιανθήσεται","FALSE"
"772","ἕνεκεν","FALSE"
"773","τῶν","FALSE"
"774","λημμάτων","FALSE"
"775","αὐτῶν","FALSE"
"776","τῶν","FALSE"
"777","ὀρθρινῶν","FALSE"
"778",",","TRUE"
"779","ὀδυνηθήσονται","FALSE"
"780","ἀπὸ","FALSE"
"781","προσώπου","FALSE"
"782","πόνων","FALSE"
"783","αὐτῶν","FALSE"
"784","·","TRUE"
"785","καὶ","FALSE"
"786","ἐμισεῖτε","FALSE"
"787","ἐν","FALSE"
"788","πύλαις","FALSE"
"789","ἐλέγχοντας","FALSE"
"790",".","TRUE"
"791","καὶ","FALSE"
"792","νῦν","FALSE"
"793","θέσθε","FALSE"
